Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSMUSG00000054493,Gm9947,0.0003202062795739334,1.7929878637629741,0.41209249892151195,0,-1.7929878637629741,0.41209249892151195
ENSMUSG00000025930,Msc,0.0009606188387218002,0.11491595865033588,1,0.0008624434828561227,-0.11491595865033588,1
ENSMUSG00000032769,Trpa1,0.00010673542652464447,-0.20701213623702586,1,0.00012320621183658893,0.20701213623702586,1
ENSMUSG00000092083,Kcnb2,0.00021347085304928895,-0.20701213623702586,1,0.00024641242367317786,0.20701213623702586,1
ENSMUSG00000025925,Terf1,0.49119643286641385,-0.591562615547004,0.01838801359285967,0.7402229207142264,0.591562615547004,0.0183880135928573
ENSMUSG00000032719,Sbspon,0.014409282580827004,0.6325231915697271,0.07660117592594481,0.009240465887744171,-0.6325231915697271,0.07660117592594481
ENSMUSG00000067795,4930444P10Rik,0.0007471479856725113,1.208025363041818,0.43773736162929927,0.00024641242367317786,-1.208025363041818,0.43773736162929927
ENSMUSG00000043716,Rpl7,6.539466112311917,-0.40751222947310284,0.1220166323161441,8.674086931931372,0.40751222947310284,0.12201663231613714
ENSMUSG00000025921,Rdh10,0.05230035899707579,0.4799016456274172,0.11292990596476925,0.03745468839832304,-0.4799016456274172,0.11292990596476925
ENSMUSG00000100868,Gm28095,0,-1.2070121362370259,0.6353833057846586,0.00012320621183658893,1.2070121362370259,0.6353833057846586
