PX_Cd0_Rep1_nat	PX_Cd0_Rep2_nat	PX_Cd0_Rep3_nat	WT_Cd0_Rep1_nat	WT_Cd0_Rep3_nat
AT1G18760	0	0	0	0	0
AT1G18770	0	0	0	0	0
AT1G18773	62	75	103	62	87
AT1G18780	0	0	0	0	0
AT1G18790	0	0	0	0	0
AT1G18800	1275	1327	1365	1084	1131
AT1G18810	118	147	105	104	101
AT1G18820	0	0	0	0	0
AT1G18830	42	38	45	78	44
AT1G18835	42	29	24	32	29
AT1G18840	2050	1968	2098	2123	2120
AT1G18850	773	731	837	642	662
AT1G18860	187	168	179	111	114
AT1G18870	153	115	155	226	240
AT1G18871	5	1	2	5	3
AT1G18879	5	0	0	2	0
AT1G18880	1229	1199	1331	1197	1123
AT1G18890	1530	1783	1753	1486	1521
AT1G18900	1505	1421	1556	1202	1209
AT1G18910	1505	1574	1689	1296	1511
AT1G18940	271	184	190	208	197
AT1G18950	1638	1827	1869	1524	1586
AT1G18960	4	7	7	6	0
AT1G18970	499	401	386	286	237
AT1G18975	806	747	806	676	529
AT1G18980	694	623	699	577	453
AT1G18990	12	13	19	26	29
AT1G19000	6550	6313	6851	5627	5758
AT1G19010	363	313	340	243	287
AT1G19020	1154	913	793	513	255
AT1G19025	129	172	200	147	151
AT1G19040	5	0	4	4	4
AT1G19050	681	526	650	610	575
AT1G19060	0	0	0	0	0
AT1G19070	93	68	93	60	108
AT1G19080	387	379	387	324	398
AT1G19086	0	0	0	0	0
AT1G19090	0	0	0	0	0
AT1G19100	381	508	555	398	483
AT1G19110	2734	2654	2912	2448	2670
AT1G19115	4	2	5	5	2
AT1G19120	880	908	1082	925	907
AT1G19130	1873	1709	1818	1737	1498
AT1G19140	990	945	1107	900	795
AT1G19150	1199	1202	1454	1206	1300
AT1G19160	5	3	11	4	7
AT1G19170	687	641	608	617	712
AT1G19180	1042	1234	1416	822	861
AT1G19190	98	102	111	114	68
AT1G19200	166	134	120	237	285
AT1G19210	5	10	11	0	2
AT1G19220	620	818	957	550	901
AT1G19230	1330	1312	1400	1057	1081
AT1G19240	367	378	371	314	323
AT1G19250	309	320	385	219	113
AT1G19260	0	0	0	1	0
AT1G19270	820	853	897	770	757
AT1G19290	414	492	530	345	444
AT1G19300	180	273	269	184	282
AT1G19310	362	368	375	380	428
AT1G19320	4	1	1	8	7
AT1G19330	456	477	561	479	519
AT1G19340	146	159	234	231	245
AT1G19350	4189	4544	4954	4183	4741
AT1G19360	2783	2852	3259	2338	2820
AT1G19370	1090	1057	1190	1056	1142
AT1G19371	2	3	3	2	3
AT1G19373	103	123	118	105	117
AT1G19376	83	80	78	107	97
AT1G19380	565	573	633	628	426
AT1G19390	1	4	2	4	3
AT1G19394	156	196	202	125	214
AT1G19396	216	231	251	182	287
AT1G19397	194	283	229	177	278
AT1G19400	1383	1339	1477	1193	1273
AT1G19410	13	8	3	15	7
AT1G19430	1306	1391	1451	1224	1345
AT1G19440	1169	1325	1377	1389	1401
AT1G19450	2918	3080	3436	3204	3193
AT1G19460	0	0	0	0	0
AT1G19464	5	10	4	8	6
AT1G19470	4	2	0	4	6
AT1G19480	331	310	339	327	311
AT1G19485	712	805	972	727	871
AT1G19490	203	185	225	193	193
AT1G19500	1	0	0	1	0
AT1G19510	9	8	8	4	10
AT1G19520	2158	2097	2203	1877	1815
AT1G19530	2565	2185	2153	2027	2102
AT1G19540	340	387	312	345	412
AT1G19550	177	201	173	116	110
AT1G19565	9	11	3	7	12
AT1G19570	14651	13090	13951	11871	10153
AT1G19580	1601	1373	1575	1464	1377
AT1G19600	2343	2318	2548	2531	2575
AT1G19610	36	21	33	22	27
AT1G19620	48	32	30	28	37
AT1G19630	118	121	126	124	118
AT1G19640	42	44	71	27	54
AT1G19650	887	984	1099	783	855
AT1G19660	2501	2299	2382	2317	2565
AT1G19670	4340	3935	4168	2367	2410
AT1G19680	874	1067	1211	882	1163
AT1G19690	434	529	596	519	521
AT1G19700	1545	1460	1518	1148	1211
AT1G19710	1068	1174	1231	1053	1205
AT1G19715	1213	1485	1587	1262	1650
AT1G19720	2115	2551	2576	2080	2595
AT1G19730	268	309	345	286	306
AT1G19740	673	776	805	843	1081
AT1G19750	21	28	23	15	17
AT1G19770	1256	1214	1359	1228	1203
AT1G19780	150	222	281	194	251
AT1G19790	24	25	30	19	18
AT1G19800	859	911	1077	986	958
AT1G19830	20	21	20	29	23
AT1G19835	4862	5131	5557	4722	5339
AT1G19840	186	199	224	208	196
AT1G19850	934	934	1002	793	859
AT1G19860	702	711	755	645	660
AT1G19870	4300	4117	4606	4165	4116
AT1G19880	1451	1576	1773	1380	1669
AT1G19890	1	0	0	0	0
AT1G19900	737	651	651	828	634
AT1G19910	7203	6872	7721	7613	6828
AT1G19920	3693	4107	4397	3419	3745
AT1G19930	0	0	3	1	1
AT1G19940	215	171	198	241	196
AT1G19950	412	395	410	425	353
AT1G19960	1218	1184	1375	915	894
AT1G19968	11	14	10	10	6
AT1G19970	237	224	270	245	230
AT1G19980	211	250	311	223	227
AT1G19990	444	377	354	375	345
AT1G20000	1	4	6	2	4
AT1G20010	8357	7582	7823	9501	9068
AT1G20015	55	69	81	63	64
AT1G20020	13272	11992	13589	15525	14923
AT1G20030	89	82	110	88	135
AT1G20040	0	0	1	0	1
AT1G20050	2586	2590	2862	2835	2651
AT1G20060	216	210	206	237	267
AT1G20065	19	18	34	33	29
AT1G20070	142	153	189	182	146
AT1G20080	19	6	10	12	6
AT1G20090	1899	1931	2023	1765	2017
AT1G20100	2142	2481	2710	1978	2175
AT1G20110	1585	2667	2882	1542	2826
AT1G20120	6	16	16	5	14
AT1G20130	0	1	2	3	6
AT1G20132	0	0	0	0	0
AT1G20135	0	0	0	1	0
AT1G20140	384	342	373	343	243
AT1G20150	12	11	14	9	9
AT1G20160	1451	1430	1582	1328	1155
AT1G20170	0	3	0	0	0
AT1G20180	28	20	17	22	13
AT1G20190	1756	1382	1764	2904	2278
AT1G20200	2930	2859	3246	3061	2783
AT1G20210	0	0	0	0	0
AT1G20220	394	820	872	369	666
AT1G20225	1415	1313	1321	1268	1152
AT1G20230	135	155	170	139	153
AT1G20240	0	0	0	1	2
AT1G20250	3	4	0	0	2
AT1G20260	11773	10282	11135	10604	9615
AT1G20270	747	725	844	678	712
AT1G20280	0	0	0	0	1
AT1G20290	40	23	27	42	16
AT1G20300	394	399	398	331	305
AT1G20310	37	38	53	23	11
AT1G20320	1	2	2	0	3
AT1G20330	4426	3797	4150	4296	3460
AT1G20340	43037	34775	38104	64406	45894
AT1G20350	57	35	37	24	17
AT1G20360	0	0	0	0	0
AT1G20370	1044	1016	1086	932	931
AT1G20375	0	0	4	5	2
AT1G20380	641	648	775	572	632
AT1G20400	6	8	6	7	15
AT1G20405	0	0	1	0	0
AT1G20410	723	648	776	660	706
AT1G20420	1	2	0	0	1
AT1G20430	812	850	889	858	816
AT1G20440	12965	8930	9166	10993	7362
AT1G20450	6611	5293	5487	6326	5020
AT1G20460	434	461	476	406	395
AT1G20470	132	101	103	102	116
AT1G20480	153	172	173	158	185
AT1G20490	233	256	253	146	179
AT1G20500	0	1	3	0	2
AT1G20510	1977	2197	2284	1496	1598
AT1G20515	37	42	56	38	27
AT1G20520	35	39	49	34	24
AT1G20530	41	42	38	54	48
AT1G20540	566	579	639	538	618
AT1G20550	438	377	421	354	391
AT1G20560	1277	1229	1420	1158	1186
AT1G20570	46	80	89	62	84
AT1G20575	755	722	862	798	797
AT1G20580	752	782	788	750	762
AT1G20590	183	181	146	177	39
AT1G20600	3	29	3	13	35
AT1G20610	642	635	598	641	532
AT1G20620	113527	121922	130058	110475	145887
AT1G20630	1260	1119	1512	1481	3036
AT1G20640	1458	1494	1599	1415	1581
AT1G20650	1300	1260	1372	1364	1375
AT1G20670	1133	1171	1218	1055	1077
AT1G20680	5	7	19	12	4
AT1G20683	0	0	0	0	0
AT1G20687	0	0	0	0	0
AT1G20690	197	213	209	222	214
AT1G20691	197	214	209	222	214
AT1G20693	7793	5791	5946	6197	5257
AT1G20696	5206	4235	4868	4723	4049
AT1G20700	129	83	98	117	67
AT1G20710	0	1	3	0	1
AT1G20720	275	393	415	323	377
AT1G20730	1	2	3	1	0
AT1G20735	6	4	4	20	36
AT1G20740	0	1	0	2	0
AT1G20750	3	0	3	2	0
AT1G20760	2839	2979	3237	2690	3121
AT1G20770	1050	1081	1097	911	948
AT1G20780	1623	1606	1773	1386	1440
AT1G20790	2	0	2	0	3
AT1G20795	0	3	5	2	0
AT1G20800	0	0	0	0	0
AT1G20803	0	0	0	0	0
AT1G20810	891	793	890	957	1028
AT1G20816	238	297	250	257	242
AT1G20820	3	1	0	0	0
AT1G20823	179	168	166	181	198
AT1G20830	616	609	632	654	642
AT1G20840	4445	5281	5665	4765	5525
AT1G20850	1833	1147	1517	1778	1164
AT1G20860	11	10	12	15	13
AT1G20870	114	96	91	123	104
AT1G20875	8	4	1	11	6
AT1G20880	170	302	329	128	302
AT1G20890	355	318	396	284	300
AT1G20900	573	552	612	568	561
AT1G20910	587	595	695	517	581
AT1G20920	633	1239	1325	589	1305
AT1G20923	18	22	33	20	40
AT1G20925	4	4	11	6	11
AT1G20930	286	252	306	270	288
AT1G20940	0	0	0	0	0
AT1G20950	3790	3964	4370	3798	3848
AT1G20960	7774	12332	13044	7263	11524
AT1G20970	7431	7632	8157	7074	7278
AT1G20980	7306	7892	8360	6962	7578
AT1G20990	38	31	49	48	30
AT1G21000	1495	1530	1688	1165	1236
AT1G21010	440	356	437	413	335
AT1G21050	1374	1129	1223	1193	983
AT1G21060	599	634	756	551	794
AT1G21065	1595	1574	1567	1655	1663
AT1G21070	390	435	452	442	445
AT1G21080	2716	2420	2596	2418	2030
AT1G21090	66	85	93	61	75
AT1G21100	2370	1671	1882	1058	873
AT1G21110	1751	1179	1324	810	491
AT1G21120	883	635	893	490	233
AT1G21130	5111	4444	5108	4986	3898
AT1G21140	193	136	172	134	91
AT1G21150	134	136	115	162	160
AT1G21160	1183	1410	1346	1206	1425
AT1G21170	1144	1459	1611	1109	1453
AT1G21190	884	733	913	766	772
AT1G21200	524	510	609	521	524
AT1G21202	3	6	7	11	15
AT1G21210	105	85	137	118	128
AT1G21230	66	53	57	38	46
AT1G21240	430	460	479	276	155
AT1G21245	64	55	76	18	13
AT1G21250	7152	8143	8920	4761	3931
AT1G21270	3544	3703	3922	3443	3473
AT1G21280	217	206	183	206	160
AT1G21310	4654	13007	13496	3574	9845
AT1G21313	2049	5717	5977	1563	4224
AT1G21320	302	311	341	288	299
AT1G21323	0	0	0	0	0
AT1G21326	71	81	90	67	51
AT1G21340	20	31	44	23	20
AT1G21350	821	834	877	1031	942
AT1G21360	195	167	196	142	159
AT1G21370	1065	1105	1259	954	999
AT1G21380	3055	2902	3100	2727	2675
AT1G21390	453	428	461	362	314
AT1G21395	0	0	0	1	0
AT1G21400	1156	1099	1233	967	870
AT1G21410	633	571	671	455	434
AT1G21420	0	2	0	1	1
AT1G21430	22	23	29	25	29
AT1G21440	2442	2372	2530	2424	2116
AT1G21450	1575	1581	1782	1422	1365
AT1G21460	951	657	744	711	542
AT1G21470	9	9	10	19	7
AT1G21475	2	0	0	0	0
AT1G21480	625	561	602	586	668
AT1G21500	1593	1541	1709	2569	2486
AT1G21510	20	12	28	19	17
AT1G21520	353	316	390	288	258
AT1G21528	1	2	0	1	0
AT1G21529	1	0	4	4	0
AT1G21530	9	6	2	7	9
AT1G21540	166	106	132	144	107
AT1G21550	35	19	28	24	10
AT1G21560	679	678	797	678	708
AT1G21580	3437	4739	5118	3172	4438
AT1G21590	2506	2525	2855	2153	2529
AT1G21600	2883	2944	3214	2492	2877
AT1G21610	1097	1164	1404	1010	1226
AT1G21620	1	2	5	0	0
AT1G21630	4416	5758	6220	3953	5898
AT1G21640	2297	2478	2773	2255	2731
AT1G21650	1942	2278	2267	1801	2177
AT1G21651	530	677	641	492	564
AT1G21660	2674	2518	2918	2532	2490
AT1G21670	894	1037	1018	858	1087
AT1G21680	2313	2431	2710	1731	2498
AT1G21690	735	696	762	727	723
AT1G21695	41	40	46	34	36
AT1G21700	1593	1725	1705	1470	1551
AT1G21710	404	461	497	412	497
AT1G21720	2019	1837	2047	2101	1751
AT1G21722	3	2	0	1	3
AT1G21730	1136	1383	1518	1172	1399
AT1G21738	2	2	3	4	2
AT1G21740	453	457	508	468	436
AT1G21750	13357	13183	14143	12529	12255
AT1G21760	1216	1178	1227	1085	1096
AT1G21770	2278	1951	2275	1730	1700
AT1G21780	3166	2791	3177	2529	2468
AT1G21790	121	140	153	112	126
AT1G21800	0	0	1	0	0
AT1G21810	87	112	110	101	117
AT1G21830	479	433	462	471	541
AT1G21835	0	0	0	0	0
AT1G21840	113	156	162	147	139
AT1G21850	103	212	94	4	3
AT1G21860	7	7	8	5	9
AT1G21864	0	0	0	0	0
AT1G21866	0	0	0	0	0
AT1G21870	0	0	1	0	0
AT1G21880	388	606	594	336	607
AT1G21890	14	33	32	19	31
AT1G21900	1901	1793	1899	1738	1513
AT1G21910	406	407	432	399	385
AT1G21920	1677	1735	1813	1487	1654
AT1G21925	0	0	0	0	0
AT1G21928	0	0	0	0	0
AT1G21930	570	547	555	551	480
AT1G21940	7	2	4	10	0
AT1G21950	0	0	0	0	0
AT1G21960	0	0	0	0	0
AT1G21970	1	1	0	0	0
AT1G21980	1538	1870	1980	1538	1717
AT1G21990	1	0	0	1	1
AT1G22000	1	0	5	2	2
AT1G22010	0	0	0	0	0
AT1G22015	0	0	0	0	0
AT1G22020	1519	1513	1653	1301	1392
AT1G22030	343	296	288	357	274
AT1G22040	597	561	657	570	545
AT1G22050	420	380	367	375	336
AT1G22060	5210	5970	6283	5648	6530
AT1G22065	257	200	261	240	181
AT1G22070	1708	1815	2048	1693	1872
AT1G22080	9	7	11	4	6
AT1G22090	0	0	2	0	0
AT1G22100	0	0	1	0	0
AT1G22110	40	23	21	23	19
AT1G22120	0	0	0	0	0
AT1G22130	0	0	0	0	4
AT1G22140	498	448	506	548	499
AT1G22150	64	73	80	89	120
AT1G22160	169	204	217	200	222
AT1G22170	518	558	605	664	596
AT1G22180	1078	981	1108	761	732
AT1G22190	1224	1325	1379	907	1013
AT1G22200	1975	1971	2096	1847	1826
AT1G22210	7	9	2	6	3
AT1G22220	525	375	458	394	350
AT1G22230	169	147	150	146	159
AT1G22240	4	10	7	10	4
AT1G22250	236	180	232	249	186
AT1G22260	77	78	75	102	86
AT1G22270	751	741	894	818	671
AT1G22275	37	52	48	44	31
AT1G22280	1162	1207	1389	898	949
AT1G22290	11	6	5	17	9
AT1G22300	7493	6789	7185	6733	6365
AT1G22310	398	461	445	386	444
AT1G22320	0	0	0	0	0
AT1G22330	415	433	532	526	596
AT1G22340	38	40	62	38	52
AT1G22360	2758	2321	2658	2230	1954
AT1G22370	120	97	104	85	110
AT1G22380	30	13	11	17	24
AT1G22400	622	635	639	585	370
AT1G22403	110	148	141	93	127
AT1G22410	10915	10046	10583	10643	8943
AT1G22420	1	0	0	2	0
AT1G22430	1691	1696	1805	1323	1550
AT1G22440	1929	1772	1877	1609	1355
AT1G22450	4879	4486	4826	4619	4046
AT1G22460	33	42	52	35	38
AT1G22470	86	79	98	99	68
AT1G22480	5	2	1	4	3
AT1G22490	131	130	147	114	114
AT1G22500	1462	1515	1672	1426	1361
AT1G22510	551	451	537	438	389
AT1G22520	829	774	892	846	725
AT1G22530	10371	8922	9527	9163	9083
AT1G22540	392	491	533	381	476
AT1G22550	650	570	638	813	688
AT1G22570	297	319	337	391	385
AT1G22590	596	553	656	565	449
AT1G22600	2	5	10	6	3
AT1G22610	4412	4670	4935	4389	4794
AT1G22620	6091	6505	6856	5932	6547
AT1G22630	1769	1660	1828	1334	1341
AT1G22640	481	421	465	464	486
AT1G22650	581	613	693	664	636
AT1G22660	543	574	644	528	567
AT1G22670	4	4	10	2	12
AT1G22680	21	10	18	8	13
AT1G22690	1602	1055	1230	1564	984
AT1G22700	1369	1322	1473	1753	1591
AT1G22710	2067	2314	2683	1976	2819
AT1G22720	0	0	0	0	0
AT1G22730	2055	2304	2414	1938	2063
AT1G22740	304	319	294	397	285
AT1G22750	1113	1058	1257	1016	959
AT1G22760	7	10	8	10	4
AT1G22770	2049	2289	2569	2466	3144
AT1G22780	6210	5726	6664	6737	5559
AT1G22790	853	824	794	831	847
AT1G22800	606	711	746	676	638
AT1G22810	50	63	70	54	50
AT1G22830	174	157	169	144	154
AT1G22840	5574	4905	5593	5358	4399
AT1G22850	1563	1626	1864	1547	1792
AT1G22860	1191	1251	1340	1123	1280
AT1G22870	738	841	894	662	818
AT1G22880	475	410	525	415	439
AT1G22882	920	863	915	912	897
AT1G22885	389	330	310	368	278
AT1G22890	209	138	169	162	128
AT1G22900	53	45	38	46	26
AT1G22910	869	894	1016	839	929
AT1G22920	1326	1320	1472	1341	1243
AT1G22930	5735	7250	7425	4614	6226
AT1G22940	742	706	866	819	852
AT1G22950	843	734	828	673	651
AT1G22960	552	550	579	520	560
AT1G22970	629	575	690	600	564
AT1G22980	35	36	41	21	45
AT1G22985	73	80	71	72	56
AT1G22990	137	114	108	97	102
AT1G23000	178	171	168	165	176
AT1G23010	282	332	342	235	289
AT1G23020	2373	2443	2688	1854	2119
AT1G23030	2741	2654	2892	3044	2802
AT1G23037	0	0	0	0	0
AT1G23040	263	231	264	235	203
AT1G23050	177	194	215	169	137
AT1G23052	177	194	215	169	137
AT1G23060	351	358	414	431	417
AT1G23070	3	4	12	11	3
AT1G23080	5400	5510	5835	5697	6025
AT1G23090	1810	1887	2174	2162	2246
AT1G23100	307	326	419	347	287
AT1G23110	262	257	321	470	626
AT1G23120	229	200	223	188	139
AT1G23130	5551	5696	5909	3465	4608
AT1G23140	483	389	453	460	480
AT1G23145	0	0	0	0	0
AT1G23147	0	0	0	0	0
AT1G23150	682	583	552	744	555
AT1G23160	0	6	3	15	8
AT1G23170	593	664	686	649	615
AT1G23180	1232	1376	1595	1381	1573
AT1G23190	8371	8002	8808	8287	7521
AT1G23200	80	74	91	71	81
AT1G23201	0	1	2	1	4
AT1G23205	253	295	298	191	196
AT1G23210	27	28	24	17	26
AT1G23220	597	518	611	489	469
AT1G23230	2193	2665	2765	1929	2457
AT1G23240	0	0	0	0	0
AT1G23250	2	3	4	0	3
AT1G23260	1292	1179	1239	1209	1043
AT1G23270	0	0	0	0	0
AT1G23280	1792	1521	1611	1476	1066
AT1G23290	6423	6401	7740	7687	6396
AT1G23300	6446	6412	7755	7701	6415
AT1G23310	40115	43722	48156	30692	36864
AT1G23320	1	1	2	0	0
AT1G23330	680	665	732	615	557
AT1G23340	172	171	191	186	179
AT1G23350	4	13	12	10	15
AT1G23360	602	729	866	736	791
AT1G23380	230	252	268	205	236
AT1G23390	1717	1550	1793	1207	1223
AT1G23400	2154	2085	2184	2078	2188
AT1G23410	512	452	492	409	362
AT1G23420	1	0	0	0	0
AT1G23440	2012	1832	2020	1952	1592
AT1G23450	67	67	108	68	77
AT1G23460	560	365	398	451	334
AT1G23465	64	69	72	68	77
AT1G23480	1229	1140	1264	1263	1224
AT1G23490	7020	6569	7262	6917	5974
AT1G23500	2	3	0	3	3
AT1G23510	6	8	18	11	8
AT1G23520	5	4	0	3	1
AT1G23530	139	109	155	140	105
AT1G23540	43	93	103	53	106
AT1G23550	179	193	196	142	95
AT1G23560	248	297	288	178	218
AT1G23570	0	0	0	3	0
AT1G23580	3	0	1	0	1
AT1G23590	0	0	0	0	0
AT1G23600	6	1	1	0	1
AT1G23610	0	0	0	0	0
AT1G23640	0	0	0	0	0
AT1G23645	0	0	0	0	0
AT1G23650	0	0	0	0	0
AT1G23660	0	0	0	0	0
AT1G23670	0	2	3	0	3
AT1G23680	0	0	0	0	0
AT1G23690	0	0	0	0	0
AT1G23700	7	7	5	6	5
AT1G23710	731	692	711	517	484
AT1G23720	273	1136	1127	281	909
AT1G23730	2982	2816	2891	2307	2134
AT1G23740	3289	3081	3179	3711	3093
AT1G23750	529	431	548	491	487
AT1G23760	39	22	39	34	41
AT1G23770	0	0	0	0	0
AT1G23780	1486	1487	1481	1233	1323
AT1G23790	207	202	189	175	209
AT1G23800	1082	1072	1210	963	877
AT1G23810	0	1	0	0	1
AT1G23820	4761	4721	5052	4398	4164
AT1G23830	214	263	289	227	221
AT1G23840	120	103	122	87	60
AT1G23850	331	338	350	226	238
AT1G23860	783	768	937	736	749
AT1G23870	2647	2544	2613	2329	2561
AT1G23880	313	293	333	286	266
AT1G23890	258	294	343	321	309
AT1G23900	2711	3118	3377	2583	3013
AT1G23910	3	2	1	4	1
AT1G23915	1	0	0	2	1
AT1G23935	182	170	208	175	181
AT1G23950	1294	1286	1344	1215	1075
AT1G23960	1727	1625	1837	1684	1689
AT1G23965	32	47	30	41	48
AT1G23970	359	316	382	408	329
AT1G23980	199	174	203	199	191
AT1G23985	140	115	147	127	131
AT1G23995	4	7	6	6	7
AT1G24000	12	1	4	4	5
AT1G24010	5	5	3	5	4
AT1G24020	8526	6238	7136	7783	5365
AT1G24030	477	480	517	420	495
AT1G24040	821	827	875	747	851
AT1G24050	1443	1624	1850	1586	1561
AT1G24060	0	0	0	0	0
AT1G24062	0	0	0	0	0
AT1G24068	1	4	8	3	2
AT1G24070	169	201	226	192	178
AT1G24080	0	3	0	0	0
AT1G24090	101	98	124	113	115
AT1G24095	151	142	180	114	103
AT1G24100	3627	2279	2628	3486	2095
AT1G24110	3	0	1	1	0
AT1G24120	1184	1193	1281	1238	1089
AT1G24130	46	38	32	38	50
AT1G24140	117	169	178	101	84
AT1G24145	212	214	250	131	93
AT1G24147	675	659	685	266	161
AT1G24148	330	329	415	229	300
AT1G24150	950	899	1030	773	779
AT1G24159	13	20	18	18	11
AT1G24160	2342	2320	2384	2076	2455
AT1G24170	2381	2413	2715	2580	2542
AT1G24180	6777	5928	6438	6662	5240
AT1G24190	2846	3229	3445	2629	3090
AT1G24200	0	0	0	0	0
AT1G24210	43	53	33	36	23
AT1G24220	0	4	0	0	0
AT1G24230	0	0	0	1	1
AT1G24240	340	320	336	387	360
AT1G24250	0	1	1	0	1
AT1G24256	0	0	0	0	0
AT1G24260	192	146	181	165	161
AT1G24265	163	202	210	136	201
AT1G24267	1404	1460	1556	1298	1409
AT1G24270	33	22	55	46	35
AT1G24280	3137	3294	3301	3206	3010
AT1G24290	231	298	301	237	311
AT1G24300	2409	2953	3165	2228	2713
AT1G24310	646	656	720	584	631
AT1G24320	562	526	595	449	397
AT1G24330	86	119	105	95	121
AT1G24340	962	1025	1155	915	973
AT1G24350	1446	1385	1607	1591	1444
AT1G24360	4478	4037	4637	5068	4228
AT1G24380	1	2	2	0	0
AT1G24388	0	0	0	0	0
AT1G24390	0	0	0	0	0
AT1G24400	120	111	128	156	134
AT1G24405	11	23	19	16	10
AT1G24420	18	14	14	31	26
AT1G24430	107	112	125	110	109
AT1G24440	634	662	773	612	634
AT1G24450	331	358	428	369	343
AT1G24460	3620	4488	4775	3188	4513
AT1G24470	23	23	24	26	23
AT1G24475	1	5	6	0	1
AT1G24480	10	5	9	6	6
AT1G24485	17	11	11	19	8
AT1G24490	1092	1206	1287	1034	1210
AT1G24510	7842	7873	8284	7543	6903
AT1G24520	7	2	1	0	0
AT1G24530	1221	1118	1217	1238	1075
AT1G24540	4	6	8	7	6
AT1G24545	229	245	231	171	184
AT1G24560	2041	1996	2104	1690	1657
AT1G24570	8	2	3	7	20
AT1G24575	477	396	409	413	337
AT1G24577	73	51	54	70	57
AT1G24580	37	48	52	39	24
AT1G24590	2	0	0	3	1
AT1G24600	47	70	89	60	97
AT1G24610	568	663	790	655	814
AT1G24620	87	67	71	63	56
AT1G24625	402	474	515	367	441
AT1G24650	0	0	0	0	0
AT1G24660	2	0	0	0	0
AT1G24706	3368	4283	4561	3026	3992
AT1G24735	79	76	88	112	101
AT1G24764	1615	1648	1794	1677	1715
AT1G24793	3152	3571	4017	3801	3768
AT1G24800	10208	10077	10564	10207	9500
AT1G24807	270	347	302	306	310
AT1G24822	2679	4098	3915	2890	6734
AT1G24851	165	228	276	147	278
AT1G24880	3743	5534	5494	4293	9875
AT1G24881	6665	6505	6823	6597	6112
AT1G24909	77	180	70	80	82
AT1G24996	9358	11673	13158	9555	14488
AT1G25025	15	14	24	3	8
AT1G25054	2522	2812	3293	3118	2929
AT1G25055	9721	9563	9956	9561	8825
AT1G25083	65	162	68	55	52
AT1G25097	6718	8665	9516	6649	12963
AT1G25098	10790	13594	15442	11649	20521
AT1G25112	18	21	25	2	7
AT1G25141	0	3	0	2	4
AT1G25145	240	304	126	203	183
AT1G25150	781	808	827	864	873
AT1G25155	5	82	32	93	71
AT1G25175	2086	1370	2529	1741	935
AT1G25180	2	6	9	12	10
AT1G25210	40	28	35	38	54
AT1G25211	3850	3693	3936	4172	4115
AT1G25220	2404	2607	2621	2406	1978
AT1G25230	1414	1366	1495	1972	1983
AT1G25240	109	99	89	65	73
AT1G25250	192	142	200	171	139
AT1G25260	2619	2591	2879	2487	2265
AT1G25270	0	0	1	0	0
AT1G25275	5213	4278	4825	5428	3874
AT1G25277	65	79	84	45	55
AT1G25280	1448	1541	1692	1351	1488
AT1G25290	379	364	348	400	428
AT1G25300	0	0	0	0	0
AT1G25310	0	1	4	0	1
AT1G25320	474	424	465	498	526
AT1G25330	16	5	8	9	9
AT1G25340	0	0	0	0	0
AT1G25350	4239	4234	4572	3594	3653
AT1G25360	127	161	171	143	120
AT1G25370	299	334	323	279	304
AT1G25375	527	538	564	547	575
AT1G25380	1255	1341	1434	1212	1271
AT1G25390	1533	1593	1776	1181	1410
AT1G25400	450	467	469	323	284
AT1G25410	0	0	0	0	0
AT1G25420	869	841	897	888	890
AT1G25422	12	4	4	4	6
AT1G25425	106	104	128	118	116
AT1G25440	5969	6022	6478	5326	6801
AT1G25450	1116	1160	1244	1192	1067
AT1G25460	64	93	98	78	98
AT1G25470	454	416	588	426	430
AT1G25480	508	464	525	449	455
AT1G25490	5095	4704	4876	5114	4600
AT1G25500	148	248	270	162	175
AT1G25510	304	366	407	429	427
AT1G25520	1028	872	998	966	734
AT1G25530	423	394	477	378	415
AT1G25540	1592	1755	1832	1506	1725
AT1G25550	4048	4157	4540	3599	3887
AT1G25560	5335	5474	6029	4002	4600
AT1G25570	1455	1657	1895	1415	1657
AT1G25580	646	649	719	613	582
AT1G25682	1060	984	1034	956	836
AT1G25988	1	0	0	4	1
AT1G26090	662	645	707	716	687
AT1G26100	376	337	417	412	396
AT1G26110	2066	3610	3914	1999	3801
AT1G26120	549	617	673	555	606
AT1G26130	710	808	892	707	759
AT1G26140	4	10	8	6	8
AT1G26150	338	673	779	314	796
AT1G26160	831	845	986	978	886
AT1G26170	1531	1610	1895	1424	1708
AT1G26180	399	472	549	455	477
AT1G26190	546	617	736	533	671
AT1G26200	37	37	32	24	32
AT1G26208	1292	1243	1313	1476	1367
AT1G26210	674	692	765	738	774
AT1G26218	780	671	743	940	737
AT1G26220	691	583	643	854	657
AT1G26225	176	155	218	166	171
AT1G26230	873	973	1064	884	1009
AT1G26233	49	54	79	52	57
AT1G26235	99	57	102	90	93
AT1G26240	35	83	60	19	37
AT1G26250	292	824	801	282	700
AT1G26255	292	824	802	282	700
AT1G26260	277	271	330	259	233
AT1G26270	3715	3879	4285	3520	3839
AT1G26290	268	231	276	267	260
AT1G26300	831	713	885	867	889
AT1G26310	1	4	1	2	0
AT1G26320	0	0	0	0	0
AT1G26330	180	211	238	216	265
AT1G26340	817	634	705	684	527
AT1G26350	0	0	0	0	0
AT1G26355	0	0	0	1	1
AT1G26360	217	205	186	173	191
AT1G26370	1344	1275	1468	1193	1177
AT1G26380	824	956	850	300	219
AT1G26390	601	571	565	119	104
AT1G26400	2	7	3	1	0
